#1k,2f(k),3kw
2.386224240e+00,4.437935636e-01,1.042072389e-01
2.491202204e+00,4.572557953e-01,1.057382323e-01
2.597679638e+00,4.718557538e-01,1.072060277e-01
2.705592901e+00,4.876670739e-01,1.086097477e-01
2.814877495e+00,5.047629086e-01,1.099485533e-01
2.925468102e+00,5.232141289e-01,1.112216445e-01
3.037298625e+00,5.430869915e-01,1.124282602e-01
3.150302223e+00,5.644401878e-01,1.135676793e-01
3.264411357e+00,5.873211976e-01,1.146392207e-01
3.379557825e+00,6.117618872e-01,1.156422441e-01
3.495672806e+00,6.377733367e-01,1.165761500e-01
3.612686899e+00,6.653399362e-01,1.174403801e-01
3.730530168e+00,6.944128847e-01,1.182344179e-01
3.849132179e+00,7.249033458e-01,1.189577889e-01
3.968422045e+00,7.566756637e-01,1.196100607e-01
4.088328470e+00,7.895412165e-01,1.201908434e-01
4.208779786e+00,8.232536540e-01,1.206997899e-01
4.329704003e+00,8.575064144e-01,1.211365961e-01
4.451028844e+00,8.919334798e-01,1.215010008e-01
4.572681797e+00,9.261142794e-01,1.217927863e-01
4.694590152e+00,9.595834234e-01,1.220117782e-01
4.816681045e+00,9.918455285e-01,1.221578455e-01
4.938881505e+00,1.022394795e+00,1.222309010e-01
5.061118495e+00,1.050738271e+00,1.222309010e-01
5.183318955e+00,1.076421033e+00,1.221578455e-01
5.305409848e+00,1.099050954e+00,1.220117782e-01
5.427318203e+00,1.118320495e+00,1.217927863e-01
5.548971156e+00,1.134023153e+00,1.215010008e-01
5.670295997e+00,1.146062785e+00,1.211365961e-01
5.791220214e+00,1.154454946e+00,1.206997899e-01
5.911671530e+00,1.159320461e+00,1.201908434e-01
6.031577955e+00,1.160872357e+00,1.196100607e-01
6.150867821e+00,1.159398045e+00,1.189577889e-01
6.269469832e+00,1.155238905e+00,1.182344179e-01
6.387313101e+00,1.148769435e+00,1.174403801e-01
6.504327194e+00,1.140377727e+00,1.165761500e-01
6.620442175e+00,1.130448589e+00,1.156422441e-01
6.735588643e+00,1.119350011e+00,1.146392207e-01
6.849697777e+00,1.107423217e+00,1.135676793e-01
6.962701375e+00,1.094976131e+00,1.124282602e-01
7.074531898e+00,1.082279825e+00,1.112216445e-01
7.185122505e+00,1.069567416e+00,1.099485533e-01
7.294407099e+00,1.057034800e+00,1.086097477e-01
7.402320362e+00,1.044842699e+00,1.072060277e-01
7.508797796e+00,1.033119519e+00,1.057382323e-01
7.613775760e+00,1.021964667e+00,1.042072389e-01
7.717191512e+00,1.011452014e+00,1.026139624e-01
7.818983241e+00,1.001633313e+00,1.009593552e-01
7.919090108e+00,9.925414340e-01,9.924440616e-02
8.017452281e+00,9.841933319e-01,9.747014029e-02
8.114010970e+00,9.765927154e-01,9.563761805e-02
8.208708463e+00,9.697324022e-01,9.374793470e-02
8.301488161e+00,9.635963708e-01,9.180221969e-02
8.392294612e+00,9.581615308e-01,8.980163593e-02
8.481073542e+00,9.533992374e-01,8.774737914e-02
8.567771888e+00,9.492765814e-01,8.564067712e-02
8.652337834e+00,9.457574817e-01,8.348278901e-02
8.734720834e+00,9.428036106e-01,8.127500455e-02
8.814871650e+00,9.403751735e-01,7.901864330e-02
8.892742378e+00,9.384315674e-01,7.671505384e-02
8.968286474e+00,9.369319358e-01,7.436561301e-02
9.041458788e+00,9.358356348e-01,7.197172502e-02
9.112215585e+00,9.351026248e-01,6.953482066e-02
9.180514575e+00,9.346937969e-01,6.705635644e-02
9.246314938e+00,9.345712438e-01,6.453781370e-02
9.309577345e+00,9.346984805e-01,6.198069772e-02
9.370263985e+00,9.350406225e-01,5.938653686e-02
9.428338587e+00,9.355645243e-01,5.675688162e-02
9.483766440e+00,9.362388829e-01,5.409330370e-02
9.536514417e+00,9.370343095e-01,5.139739508e-02
9.586550990e+00,9.379233737e-01,4.867076708e-02
9.633846254e+00,9.388806209e-01,4.591504936e-02
9.678371941e+00,9.398825676e-01,4.313188899e-02
9.720101439e+00,9.409076777e-01,4.032294945e-02
9.759009807e+00,9.419363202e-01,3.748990963e-02
9.795073789e+00,9.429507146e-01,3.463446283e-02
9.828271832e+00,9.439348642e-01,3.175831581e-02
9.858584094e+00,9.448744813e-01,2.886318771e-02
9.885992457e+00,9.457569071e-01,2.595080916e-02
9.910480542e+00,9.465710285e-01,2.302292128e-02
9.932033714e+00,9.473071957e-01,2.008127492e-02
9.950639092e+00,9.479571406e-01,1.712763020e-02
9.966285565e+00,9.485139012e-01,1.416375736e-02
9.978963793e+00,9.489717513e-01,1.119144215e-02
9.988666243e+00,9.493261406e-01,8.212515093e-03
9.995387300e+00,9.495736461e-01,5.229063397e-03
9.999124440e+00,9.497119756e-01,2.246904801e-03
1.000271073e+01,9.498451948e-01,6.956417265e-03
1.001428092e+01,9.502781269e-01,1.618918028e-02
1.003508931e+01,9.510686244e-01,2.542594673e-02
1.006512810e+01,9.522360895e-01,3.464870491e-02
1.010437989e+01,9.538067911e-01,4.385099278e-02
1.015282137e+01,9.558122937e-01,5.302714311e-02
1.021042362e+01,9.582871913e-01,6.217162715e-02
1.027715224e+01,9.612662232e-01,7.127896429e-02
1.035296735e+01,9.647807586e-01,8.034370517e-02
1.043782365e+01,9.688546386e-01,8.936042916e-02
1.053167041e+01,9.734994019e-01,9.832374574e-02
1.063445155e+01,9.787089701e-01,1.072282969e-01
1.074610564e+01,9.844539565e-01,1.160687602e-01
1.086656594e+01,9.906758779e-01,1.248398515e-01
1.099576047e+01,9.972817084e-01,1.335363283e-01
1.113361200e+01,1.004139406e+00,1.421529928e-01
1.128003813e+01,1.011075242e+00,1.506846949e-01
1.143495136e+01,1.017873956e+00,1.591263352e-01
1.159825910e+01,1.024282829e+00,1.674728682e-01
1.176986374e+01,1.030020710e+00,1.757193055e-01
1.194966270e+01,1.034792685e+00,1.838607181e-01
1.213754854e+01,1.038310401e+00,1.918922401e-01
1.233340895e+01,1.040317087e+00,1.998090712e-01
1.253712687e+01,1.040615168e+00,2.076064795e-01
1.274858055e+01,1.039093230e+00,2.152798048e-01
1.296764359e+01,1.035748431e+00,2.228244607e-01
1.319418508e+01,1.030700474e+00,2.302359379e-01
1.342806960e+01,1.024194177e+00,2.375098067e-01
1.366915737e+01,1.016589340e+00,2.446417196e-01
1.391730430e+01,1.008338628e+00,2.516274141e-01
1.417236207e+01,9.999560298e-01,2.584627148e-01
1.443417823e+01,9.919795576e-01,2.651435363e-01
1.470259631e+01,9.849320732e-01,2.716658858e-01
1.497745588e+01,9.792834955e-01,2.780258648e-01
1.525859265e+01,9.754165478e-01,2.842196721e-01
1.554583860e+01,9.735971282e-01,2.902436058e-01
1.583902204e+01,9.739497734e-01,2.960940655e-01
1.613796774e+01,9.764388269e-01,3.017675543e-01
1.644249703e+01,9.808568628e-01,3.072606815e-01
1.675242789e+01,9.868234104e-01,3.125701637e-01
1.706757508e+01,9.937984744e-01,3.176928277e-01
1.738775025e+01,1.001115802e+00,3.226256116e-01
1.771276202e+01,1.008039242e+00,3.273655673e-01
1.804241616e+01,1.013841139e+00,3.319098617e-01
1.837651562e+01,1.017894895e+00,3.362557788e-01
1.871486072e+01,1.019766586e+00,3.404007211e-01
1.905724924e+01,1.019286148e+00,3.443422113e-01
1.940347654e+01,1.016580158e+00,3.480778935e-01
1.975333568e+01,1.012056453e+00,3.516055350e-01
2.010661756e+01,1.006342954e+00,3.549230273e-01
2.046311103e+01,1.000194344e+00,3.580283878e-01
2.082260301e+01,9.943861515e-01,3.609197603e-01
2.118487864e+01,9.896150160e-01,3.635954167e-01
2.154972140e+01,9.864182851e-01,3.660537579e-01
2.191691323e+01,9.851191565e-01,3.682933144e-01
2.228623465e+01,9.857984439e-01,3.703127479e-01
2.265746494e+01,9.882918892e-01,3.721108512e-01
2.303038222e+01,9.922121696e-01,3.736865497e-01
2.340476359e+01,9.969954929e-01,3.750389016e-01
2.378038530e+01,1.001971898e+00,3.761670986e-01
2.415702284e+01,1.006454820e+00,3.770704665e-01
2.453445111e+01,1.009839562e+00,3.777484652e-01
2.491244452e+01,1.011694374e+00,3.782006896e-01
2.529077714e+01,1.011825441e+00,3.784268694e-01
2.566922286e+01,1.010300715e+00,3.784268694e-01
2.604755548e+01,1.007427181e+00,3.782006896e-01
2.642554889e+01,1.003688076e+00,3.777484652e-01
2.680297716e+01,9.996559907e-01,3.770704665e-01
2.717961470e+01,9.959012140e-01,3.761670986e-01
2.755523641e+01,9.929119220e-01,3.750389016e-01
2.792961778e+01,9.910364975e-01,3.736865497e-01
2.830253506e+01,9.904516664e-01,3.721108512e-01
2.867376535e+01,9.911554589e-01,3.703127479e-01
2.904308677e+01,9.929817208e-01,3.682933144e-01
2.941027860e+01,9.956322022e-01,3.660537579e-01
2.977512136e+01,9.987219490e-01,3.635954167e-01
3.013739699e+01,1.001832994e+00,3.609197603e-01
3.049688897e+01,1.004570117e+00,3.580283878e-01
3.085338244e+01,1.006611341e+00,3.549230273e-01
3.120666432e+01,1.007745821e+00,3.516055350e-01
3.155652346e+01,1.007893494e+00,3.480778935e-01
3.190275076e+01,1.007104228e+00,3.443422113e-01
3.224513928e+01,1.005538286e+00,3.404007211e-01
3.258348438e+01,1.003433420e+00,3.362557788e-01
3.291758384e+01,1.001065791e+00,3.319098617e-01
3.324723798e+01,9.987117552e-01,3.273655673e-01
3.357224975e+01,9.966159430e-01,3.226256116e-01
3.389242492e+01,9.949687029e-01,3.176928277e-01
3.420757211e+01,9.938937319e-01,3.125701637e-01
3.451750297e+01,9.934450865e-01,3.072606815e-01
3.482203226e+01,9.936118288e-01,3.017675543e-01
3.512097796e+01,9.943282218e-01,2.960940655e-01
3.541416140e+01,9.954874048e-01,2.902436058e-01
3.570140735e+01,9.969566730e-01,2.842196721e-01
3.598254412e+01,9.985927404e-01,2.780258648e-01
3.625740369e+01,1.000255639e+00,2.716658858e-01
3.652582177e+01,1.001820211e+00,2.651435363e-01
3.678763793e+01,1.003184507e+00,2.584627148e-01
3.704269570e+01,1.004274754e+00,2.516274141e-01
3.729084263e+01,1.005046987e+00,2.446417196e-01
3.753193040e+01,1.005485722e+00,2.375098067e-01
3.776581492e+01,1.005600358e+00,2.302359379e-01
3.799235641e+01,1.005420081e+00,2.228244607e-01
3.821141945e+01,1.004988081e+00,2.152798048e-01
3.842287313e+01,1.004355775e+00,2.076064795e-01
3.862659105e+01,1.003577603e+00,1.998090712e-01
3.882245146e+01,1.002706708e+00,1.918922401e-01
3.901033730e+01,1.001791710e+00,1.838607181e-01
3.919013626e+01,1.000874549e+00,1.757193055e-01
3.936174090e+01,9.999893287e-01,1.674728682e-01
3.952504864e+01,9.991619751e-01,1.591263352e-01
3.967996187e+01,9.984105376e-01,1.506846949e-01
3.982638800e+01,9.977459247e-01,1.421529928e-01
3.996423953e+01,9.971729101e-01,1.335363283e-01
4.009343406e+01,9.966912624e-01,1.248398515e-01
4.021389436e+01,9.962968878e-01,1.160687602e-01
4.032554845e+01,9.959829064e-01,1.072282969e-01
4.042832959e+01,9.957406136e-01,9.832374574e-02
4.052217635e+01,9.955602973e-01,8.936042916e-02
4.060703265e+01,9.954319046e-01,8.034370517e-02
4.068284776e+01,9.953455613e-01,7.127896429e-02
4.074957638e+01,9.952919598e-01,6.217162715e-02
4.080717863e+01,9.952626315e-01,5.302714311e-02
4.085562011e+01,9.952501280e-01,4.385099278e-02
4.089487190e+01,9.952481294e-01,3.464870491e-02
4.092491069e+01,9.952515020e-01,2.542594673e-02
4.094571908e+01,9.952563217e-01,1.618918028e-02
4.095728927e+01,9.952598783e-01,6.956417265e-03
