#1k,2f(k),3kw
9.885992457e+00,9.494258574e-01,2.595080916e-02
9.910480542e+00,9.502084731e-01,2.302292128e-02
9.932033714e+00,9.509151288e-01,2.008127492e-02
9.950639092e+00,9.515382652e-01,1.712763020e-02
9.966285565e+00,9.520715299e-01,1.416375736e-02
9.978963793e+00,9.525097077e-01,1.119144215e-02
9.988666243e+00,9.528486603e-01,8.212515093e-03
9.995387300e+00,9.530852792e-01,5.229063397e-03
9.999124440e+00,9.532174871e-01,2.246904801e-03
1.000271073e+01,9.533447859e-01,6.956417265e-03
1.001428092e+01,9.537583124e-01,1.618918028e-02
1.003508931e+01,9.545127426e-01,2.542594673e-02
1.006512810e+01,9.556255167e-01,3.464870491e-02
1.010437989e+01,9.571201390e-01,4.385099278e-02
1.015282137e+01,9.590246742e-01,5.302714311e-02
1.021042362e+01,9.613695866e-01,6.217162715e-02
1.027715224e+01,9.641850091e-01,7.127896429e-02
1.035296735e+01,9.674974340e-01,8.034370517e-02
1.043782365e+01,9.713258322e-01,8.936042916e-02
1.053167041e+01,9.756772381e-01,9.832374574e-02
1.063445155e+01,9.805418891e-01,1.072282969e-01
1.074610564e+01,9.858880896e-01,1.160687602e-01
1.086656594e+01,9.916570798e-01,1.248398515e-01
1.099576047e+01,9.977583279e-01,1.335363283e-01
1.113361200e+01,1.004065837e+00,1.421529928e-01
1.128003813e+01,1.010416231e+00,1.506846949e-01
1.143495136e+01,1.016609512e+00,1.591263352e-01
1.159825910e+01,1.022413472e+00,1.674728682e-01
1.176986374e+01,1.027572583e+00,1.757193055e-01
1.194966270e+01,1.031821893e+00,1.838607181e-01
1.213754854e+01,1.034905798e+00,1.918922401e-01
1.233340895e+01,1.036600685e+00,1.998090712e-01
1.253712687e+01,1.036739432e+00,2.076064795e-01
1.274858055e+01,1.035234804e+00,2.152798048e-01
1.296764359e+01,1.032098299e+00,2.228244607e-01
1.319418508e+01,1.027451119e+00,2.302359379e-01
1.342806960e+01,1.021524840e+00,2.375098067e-01
1.366915737e+01,1.014650924e+00,2.446417196e-01
1.391730430e+01,1.007239919e+00,2.516274141e-01
1.417236207e+01,9.997527689e-01,2.584627148e-01
1.443417823e+01,9.926674961e-01,2.651435363e-01
1.470259631e+01,9.864446126e-01,2.716658858e-01
1.497745588e+01,9.814939947e-01,2.780258648e-01
1.525859265e+01,9.781450244e-01,2.842196721e-01
1.554583860e+01,9.766209318e-01,2.902436058e-01
1.583902204e+01,9.770178490e-01,2.960940655e-01
1.613796774e+01,9.792892905e-01,3.017675543e-01
1.644249703e+01,9.832376013e-01,3.072606815e-01
1.675242789e+01,9.885150954e-01,3.125701637e-01
1.706757508e+01,9.946386087e-01,3.176928277e-01
1.738775025e+01,1.001021251e+00,3.226256116e-01
1.771276202e+01,1.007023437e+00,3.273655673e-01
1.804241616e+01,1.012021395e+00,3.319098617e-01
1.837651562e+01,1.015485772e+00,3.362557788e-01
1.871486072e+01,1.017057390e+00,3.404007211e-01
1.905724924e+01,1.016604297e+00,3.443422113e-01
1.940347654e+01,1.014246139e+00,3.480778935e-01
1.975333568e+01,1.010338796e+00,3.516055350e-01
2.010661756e+01,1.005421923e+00,3.549230273e-01
2.046311103e+01,1.000140648e+00,3.580283878e-01
2.082260301e+01,9.951570291e-01,3.609197603e-01
2.118487864e+01,9.910661852e-01,3.635954167e-01
2.154972140e+01,9.883277587e-01,3.660537579e-01
2.191691323e+01,9.872182380e-01,3.682933144e-01
2.228623465e+01,9.878058137e-01,3.703127479e-01
2.265746494e+01,9.899476798e-01,3.721108512e-01
2.303038222e+01,9.933094711e-01,3.736865497e-01
2.340476359e+01,9.974065233e-01,3.750389016e-01
2.378038530e+01,1.001665409e+00,3.761670986e-01
2.415702284e+01,1.005501009e+00,3.770704665e-01
2.453445111e+01,1.008399734e+00,3.777484652e-01
2.491244452e+01,1.009995284e+00,3.782006896e-01
2.529077714e+01,1.010122029e+00,3.784268694e-01
2.566922286e+01,1.008834469e+00,3.784268694e-01
2.604755548e+01,1.006388807e+00,3.782006896e-01
2.642554889e+01,1.003191835e+00,3.777484652e-01
2.680297716e+01,9.997295009e-01,3.770704665e-01
2.717961470e+01,9.964903373e-01,3.761670986e-01
2.755523641e+01,9.938971985e-01,3.750389016e-01
2.792961778e+01,9.922562606e-01,3.736865497e-01
2.830253506e+01,9.917272869e-01,3.721108512e-01
2.867376535e+01,9.923153233e-01,3.703127479e-01
2.904308677e+01,9.938817361e-01,3.682933144e-01
2.941027860e+01,9.961713962e-01,3.660537579e-01
2.977512136e+01,9.988520870e-01,3.635954167e-01
3.013739699e+01,1.001561371e+00,3.609197603e-01
3.049688897e+01,1.003955150e+00,3.580283878e-01
3.085338244e+01,1.005751474e+00,3.549230273e-01
3.120666432e+01,1.006763408e+00,3.516055350e-01
3.155652346e+01,1.006916369e+00,3.480778935e-01
3.190275076e+01,1.006248153e+00,3.443422113e-01
3.224513928e+01,1.004893123e+00,3.404007211e-01
3.258348438e+01,1.003054845e+00,3.362557788e-01
3.291758384e+01,1.000972987e+00,3.319098617e-01
3.324723798e+01,9.988903072e-01,3.273655673e-01
3.357224975e+01,9.970244053e-01,3.226256116e-01
3.389242492e+01,9.955470875e-01,3.176928277e-01
3.420757211e+01,9.945723877e-01,3.125701637e-01
3.451750297e+01,9.941528578e-01,3.072606815e-01
3.482203226e+01,9.942828314e-01,3.017675543e-01
3.512097796e+01,9.949069322e-01,2.960940655e-01
3.541416140e+01,9.959319984e-01,2.902436058e-01
3.570140735e+01,9.972406860e-01,2.842196721e-01
3.598254412e+01,9.987052153e-01,2.780258648e-01
3.625740369e+01,1.000199973e+00,2.716658858e-01
3.652582177e+01,1.001611987e+00,2.651435363e-01
3.678763793e+01,1.002848615e+00,2.584627148e-01
3.704269570e+01,1.003842179e+00,2.516274141e-01
3.729084263e+01,1.004551575e+00,2.446417196e-01
3.753193040e+01,1.004961256e+00,2.375098067e-01
3.776581492e+01,1.005078147e+00,2.302359379e-01
3.799235641e+01,1.004927201e+00,2.228244607e-01
3.821141945e+01,1.004546300e+00,2.152798048e-01
3.842287313e+01,1.003981118e+00,2.076064795e-01
3.862659105e+01,1.003280440e+00,1.998090712e-01
3.882245146e+01,1.002492249e+00,1.918922401e-01
3.901033730e+01,1.001660742e+00,1.838607181e-01
3.919013626e+01,1.000824315e+00,1.757193055e-01
3.936174090e+01,1.000014421e+00,1.674728682e-01
3.952504864e+01,9.992551884e-01,1.591263352e-01
3.967996187e+01,9.985636157e-01,1.506846949e-01
3.982638800e+01,9.979501886e-01,1.421529928e-01
3.996423953e+01,9.974197535e-01,1.335363283e-01
4.009343406e+01,9.969725212e-01,1.248398515e-01
4.021389436e+01,9.966050956e-01,1.160687602e-01
4.032554845e+01,9.963114536e-01,1.072282969e-01
4.042832959e+01,9.960838262e-01,9.832374574e-02
4.052217635e+01,9.959134550e-01,8.936042916e-02
4.060703265e+01,9.957912126e-01,8.034370517e-02
4.068284776e+01,9.957080902e-01,7.127896429e-02
4.074957638e+01,9.956555638e-01,6.217162715e-02
4.080717863e+01,9.956258551e-01,5.302714311e-02
4.085562011e+01,9.956121062e-01,4.385099278e-02
4.089487190e+01,9.956084873e-01,3.464870491e-02
4.092491069e+01,9.956102552e-01,2.542594673e-02
4.094571908e+01,9.956137798e-01,1.618918028e-02
4.095728927e+01,9.956165520e-01,6.956417265e-03
