#1k,2f(k),3kw
9.041458788e+00,9.404431677e-01,7.197172502e-02
9.112215585e+00,9.398797430e-01,6.953482066e-02
9.180514575e+00,9.396119697e-01,6.705635644e-02
9.246314938e+00,9.396038483e-01,6.453781370e-02
9.309577345e+00,9.398209165e-01,6.198069772e-02
9.370263985e+00,9.402303936e-01,5.938653686e-02
9.428338587e+00,9.408012879e-01,5.675688162e-02
9.483766440e+00,9.415044712e-01,5.409330370e-02
9.536514417e+00,9.423127256e-01,5.139739508e-02
9.586550990e+00,9.432007624e-01,4.867076708e-02
9.633846254e+00,9.441452204e-01,4.591504936e-02
9.678371941e+00,9.451246417e-01,4.313188899e-02
9.720101439e+00,9.461194328e-01,4.032294945e-02
9.759009807e+00,9.471118089e-01,3.748990963e-02
9.795073789e+00,9.480857282e-01,3.463446283e-02
9.828271832e+00,9.490268166e-01,3.175831581e-02
9.858584094e+00,9.499222859e-01,2.886318771e-02
9.885992457e+00,9.507608488e-01,2.595080916e-02
9.910480542e+00,9.515326321e-01,2.302292128e-02
9.932033714e+00,9.522290919e-01,2.008127492e-02
9.950639092e+00,9.528429311e-01,1.712763020e-02
9.966285565e+00,9.533680233e-01,1.416375736e-02
9.978963793e+00,9.537993428e-01,1.119144215e-02
9.988666243e+00,9.541329046e-01,8.212515093e-03
9.995387300e+00,9.543657171e-01,5.229063397e-03
9.999124440e+00,9.544957829e-01,2.246904801e-03
1.000271073e+01,9.546210091e-01,6.956417265e-03
1.001428092e+01,9.550277349e-01,1.618918028e-02
1.003508931e+01,9.557694982e-01,2.542594673e-02
1.006512810e+01,9.568630053e-01,3.464870491e-02
1.010437989e+01,9.583307232e-01,4.385099278e-02
1.015282137e+01,9.601993993e-01,5.302714311e-02
1.021042362e+01,9.624979379e-01,6.217162715e-02
1.027715224e+01,9.652547219e-01,7.127896429e-02
1.035296735e+01,9.684943781e-01,8.034370517e-02
1.043782365e+01,9.722339969e-01,8.936042916e-02
1.053167041e+01,9.764788473e-01,9.832374574e-02
1.063445155e+01,9.812176836e-01,1.072282969e-01
1.074610564e+01,9.864178146e-01,1.160687602e-01
1.086656594e+01,9.920202149e-01,1.248398515e-01
1.099576047e+01,9.979350929e-01,1.335363283e-01
1.113361200e+01,1.004038491e+00,1.421529928e-01
1.128003813e+01,1.010170653e+00,1.506846949e-01
1.143495136e+01,1.016137032e+00,1.591263352e-01
1.159825910e+01,1.021712832e+00,1.674728682e-01
1.176986374e+01,1.026651895e+00,1.757193055e-01
1.194966270e+01,1.030700356e+00,1.838607181e-01
1.213754854e+01,1.033614905e+00,1.918922401e-01
1.233340895e+01,1.035184627e+00,1.998090712e-01
1.253712687e+01,1.035254416e+00,2.076064795e-01
1.274858055e+01,1.033747098e+00,2.152798048e-01
1.296764359e+01,1.030680949e+00,2.228244607e-01
1.319418508e+01,1.026179458e+00,2.302359379e-01
1.342806960e+01,1.020471121e+00,2.375098067e-01
1.366915737e+01,1.013878526e+00,2.446417196e-01
1.391730430e+01,1.006797693e+00,2.516274141e-01
1.417236207e+01,9.996700835e-01,2.584627148e-01
1.443417823e+01,9.929504554e-01,2.651435363e-01
1.470259631e+01,9.870738193e-01,2.716658858e-01
1.497745588e+01,9.824240851e-01,2.780258648e-01
1.525859265e+01,9.793061078e-01,2.842196721e-01
1.554583860e+01,9.779219970e-01,2.902436058e-01
1.583902204e+01,9.783521663e-01,2.960940655e-01
1.613796774e+01,9.805417913e-01,3.017675543e-01
1.644249703e+01,9.842941108e-01,3.072606815e-01
1.675242789e+01,9.892730658e-01,3.125701637e-01
1.706757508e+01,9.950186238e-01,3.176928277e-01
1.738775025e+01,1.000978070e+00,3.226256116e-01
1.771276202e+01,1.006554850e+00,3.273655673e-01
1.804241616e+01,1.011172884e+00,3.319098617e-01
1.837651562e+01,1.014349153e+00,3.362557788e-01
1.871486072e+01,1.015762451e+00,3.404007211e-01
1.905724924e+01,1.015303820e+00,3.443422113e-01
1.940347654e+01,1.013096260e+00,3.480778935e-01
1.975333568e+01,1.009477918e+00,3.516055350e-01
2.010661756e+01,1.004951794e+00,3.549230273e-01
2.046311103e+01,1.000112712e+00,3.580283878e-01
2.082260301e+01,9.955659590e-01,3.609197603e-01
2.118487864e+01,9.918510905e-01,3.635954167e-01
2.154972140e+01,9.893803963e-01,3.660537579e-01
2.191691323e+01,9.883968444e-01,3.682933144e-01
2.228623465e+01,9.889528692e-01,3.703127479e-01
2.265746494e+01,9.909097915e-01,3.721108512e-01
2.303038222e+01,9.939573970e-01,3.736865497e-01
2.340476359e+01,9.976530700e-01,3.750389016e-01
2.378038530e+01,1.001478648e+00,3.761670986e-01
2.415702284e+01,1.004910286e+00,3.770704665e-01
2.453445111e+01,1.007492608e+00,3.777484652e-01
2.491244452e+01,1.008905016e+00,3.782006896e-01
2.529077714e+01,1.009007221e+00,3.784268694e-01
2.566922286e+01,1.007854390e+00,3.784268694e-01
2.604755548e+01,1.005679025e+00,3.782006896e-01
2.642554889e+01,1.002844626e+00,3.777484652e-01
2.680297716e+01,9.997821766e-01,3.770704665e-01
2.717961470e+01,9.969227201e-01,3.761670986e-01
2.755523641e+01,9.946376026e-01,3.750389016e-01
2.792961778e+01,9.931940997e-01,3.736865497e-01
2.830253506e+01,9.927298435e-01,3.721108512e-01
2.867376535e+01,9.932461847e-01,3.703127479e-01
2.904308677e+01,9.946186284e-01,3.682933144e-01
2.941027860e+01,9.966214347e-01,3.660537579e-01
2.977512136e+01,9.989627659e-01,3.635954167e-01
3.013739699e+01,1.001326006e+00,3.609197603e-01
3.049688897e+01,1.003412084e+00,3.580283878e-01
3.085338244e+01,1.004977193e+00,3.549230273e-01
3.120666432e+01,1.005860672e+00,3.516055350e-01
3.155652346e+01,1.005999325e+00,3.480778935e-01
3.190275076e+01,1.005426875e+00,3.443422113e-01
3.224513928e+01,1.004259994e+00,3.404007211e-01
3.258348438e+01,1.002674632e+00,3.362557788e-01
3.291758384e+01,1.000877580e+00,3.319098617e-01
3.324723798e+01,9.990781860e-01,3.273655673e-01
3.357224975e+01,9.974641437e-01,3.226256116e-01
3.389242492e+01,9.961837578e-01,3.176928277e-01
3.420757211e+01,9.953356076e-01,3.125701637e-01
3.451750297e+01,9.949653042e-01,3.072606815e-01
3.482203226e+01,9.950682695e-01,3.017675543e-01
3.512097796e+01,9.955970670e-01,2.960940655e-01
3.541416140e+01,9.964717048e-01,2.902436058e-01
3.570140735e+01,9.975913943e-01,2.842196721e-01
3.598254412e+01,9.988464146e-01,2.780258648e-01
3.625740369e+01,1.000128959e+00,2.716658858e-01
3.652582177e+01,1.001342111e+00,2.651435363e-01
3.678763793e+01,1.002406408e+00,2.584627148e-01
3.704269570e+01,1.003263752e+00,2.516274141e-01
3.729084263e+01,1.003878758e+00,2.446417196e-01
3.753193040e+01,1.004237849e+00,2.375098067e-01
3.776581492e+01,1.004346619e+00,2.302359379e-01
3.799235641e+01,1.004226048e+00,2.228244607e-01
3.821141945e+01,1.003908175e+00,2.152798048e-01
3.842287313e+01,1.003431741e+00,2.076064795e-01
3.862659105e+01,1.002838215e+00,1.998090712e-01
3.882245146e+01,1.002168468e+00,1.918922401e-01
3.901033730e+01,1.001460232e+00,1.838607181e-01
3.919013626e+01,1.000746364e+00,1.757193055e-01
3.936174090e+01,1.000053863e+00,1.674728682e-01
3.952504864e+01,9.994035190e-01,1.591263352e-01
3.967996187e+01,9.988100611e-01,1.506846949e-01
3.982638800e+01,9.982826655e-01,1.421529928e-01
3.996423953e+01,9.978256852e-01,1.335363283e-01
4.009343406e+01,9.974394963e-01,1.248398515e-01
4.021389436e+01,9.971213696e-01,1.160687602e-01
4.032554845e+01,9.968663039e-01,1.072282969e-01
4.042832959e+01,9.966677784e-01,9.832374574e-02
4.052217635e+01,9.965184002e-01,8.936042916e-02
4.060703265e+01,9.964104369e-01,8.034370517e-02
4.068284776e+01,9.963362372e-01,7.127896429e-02
4.074957638e+01,9.962885475e-01,6.217162715e-02
4.080717863e+01,9.962607385e-01,5.302714311e-02
4.085562011e+01,9.962469582e-01,4.385099278e-02
4.089487190e+01,9.962422265e-01,3.464870491e-02
4.092491069e+01,9.962424887e-01,2.542594673e-02
4.094571908e+01,9.962446394e-01,1.618918028e-02
4.095728927e+01,9.962465309e-01,6.956417265e-03
