#1k,2f(k),3kw
5.911671530e+00,1.152809217e+00,1.201908434e-01
6.031577955e+00,1.153863356e+00,1.196100607e-01
6.150867821e+00,1.152021584e+00,1.189577889e-01
6.269469832e+00,1.147629050e+00,1.182344179e-01
6.387313101e+00,1.141059590e+00,1.174403801e-01
6.504327194e+00,1.132696764e+00,1.165761500e-01
6.620442175e+00,1.122917644e+00,1.156422441e-01
6.735588643e+00,1.112080023e+00,1.146392207e-01
6.849697777e+00,1.100513193e+00,1.135676793e-01
6.962701375e+00,1.088512077e+00,1.124282602e-01
7.074531898e+00,1.076334272e+00,1.112216445e-01
7.185122505e+00,1.064199420e+00,1.099485533e-01
7.294407099e+00,1.052290335e+00,1.086097477e-01
7.402320362e+00,1.040755323e+00,1.072060277e-01
7.508797796e+00,1.029711251e+00,1.057382323e-01
7.613775760e+00,1.019246986e+00,1.042072389e-01
7.717191512e+00,1.009426930e+00,1.026139624e-01
7.818983241e+00,1.000294457e+00,1.009593552e-01
7.919090108e+00,9.918751464e-01,9.924440616e-02
8.017452281e+00,9.841797091e-01,9.747014029e-02
8.114010970e+00,9.772066106e-01,9.563761805e-02
8.208708463e+00,9.709443632e-01,9.374793470e-02
8.301488161e+00,9.653735117e-01,9.180221969e-02
8.392294612e+00,9.604683336e-01,8.980163593e-02
8.481073542e+00,9.561982850e-01,8.774737914e-02
8.567771888e+00,9.525292214e-01,8.564067712e-02
8.652337834e+00,9.494244249e-01,8.348278901e-02
8.734720834e+00,9.468454650e-01,8.127500455e-02
8.814871650e+00,9.447529193e-01,7.901864330e-02
8.892742378e+00,9.431069737e-01,7.671505384e-02
8.968286474e+00,9.418679232e-01,7.436561301e-02
9.041458788e+00,9.409965865e-01,7.197172502e-02
9.112215585e+00,9.404546492e-01,6.953482066e-02
9.180514575e+00,9.402049440e-01,6.705635644e-02
9.246314938e+00,9.402116784e-01,6.453781370e-02
9.309577345e+00,9.404406148e-01,6.198069772e-02
9.370263985e+00,9.408592109e-01,5.938653686e-02
9.428338587e+00,9.414367225e-01,5.675688162e-02
9.483766440e+00,9.421442750e-01,5.409330370e-02
9.536514417e+00,9.429549059e-01,5.139739508e-02
9.586550990e+00,9.438435813e-01,4.867076708e-02
9.633846254e+00,9.447871905e-01,4.591504936e-02
9.678371941e+00,9.457645203e-01,4.313188899e-02
9.720101439e+00,9.467562127e-01,4.032294945e-02
9.759009807e+00,9.477447082e-01,3.748990963e-02
9.795073789e+00,9.487141783e-01,3.463446283e-02
9.828271832e+00,9.496504484e-01,3.175831581e-02
9.858584094e+00,9.505409156e-01,2.886318771e-02
9.885992457e+00,9.513744625e-01,2.595080916e-02
9.910480542e+00,9.521413700e-01,2.302292128e-02
9.932033714e+00,9.528332321e-01,2.008127492e-02
9.950639092e+00,9.534428729e-01,1.712763020e-02
9.966285565e+00,9.539642703e-01,1.416375736e-02
9.978963793e+00,9.543924865e-01,1.119144215e-02
9.988666243e+00,9.547236075e-01,8.212515093e-03
9.995387300e+00,9.549546958e-01,5.229063397e-03
9.999124440e+00,9.550837911e-01,2.246904801e-03
1.000271073e+01,9.552080780e-01,6.956417265e-03
1.001428092e+01,9.556117206e-01,1.618918028e-02
1.003508931e+01,9.563477367e-01,2.542594673e-02
1.006512810e+01,9.574324918e-01,3.464870491e-02
1.010437989e+01,9.588879713e-01,4.385099278e-02
1.015282137e+01,9.607403099e-01,5.302714311e-02
1.021042362e+01,9.630176855e-01,6.217162715e-02
1.027715224e+01,9.657476646e-01,7.127896429e-02
1.035296735e+01,9.689540017e-01,8.034370517e-02
1.043782365e+01,9.726529048e-01,8.936042916e-02
1.053167041e+01,9.768488105e-01,9.832374574e-02
1.063445155e+01,9.815297678e-01,1.072282969e-01
1.074610564e+01,9.866626019e-01,1.160687602e-01
1.086656594e+01,9.921881374e-01,1.248398515e-01
1.099576047e+01,9.980168947e-01,1.335363283e-01
1.113361200e+01,1.004025825e+00,1.421529928e-01
1.128003813e+01,1.010056814e+00,1.506846949e-01
1.143495136e+01,1.015917795e+00,1.591263352e-01
1.159825910e+01,1.021387374e+00,1.674728682e-01
1.176986374e+01,1.026223703e+00,1.757193055e-01
1.194966270e+01,1.030178039e+00,1.838607181e-01
1.213754854e+01,1.033012784e+00,1.918922401e-01
1.233340895e+01,1.034522963e+00,1.998090712e-01
1.253712687e+01,1.034559147e+00,2.076064795e-01
1.274858055e+01,1.033049001e+00,2.152798048e-01
1.296764359e+01,1.030014182e+00,2.228244607e-01
1.319418508e+01,1.025579543e+00,2.302359379e-01
1.342806960e+01,1.019972479e+00,2.375098067e-01
1.366915737e+01,1.013511776e+00,2.446417196e-01
1.391730430e+01,1.006586954e+00,2.516274141e-01
1.417236207e+01,9.996305291e-01,2.584627148e-01
1.443417823e+01,9.930863566e-01,2.651435363e-01
1.470259631e+01,9.873772569e-01,2.716658858e-01
1.497745588e+01,9.828744805e-01,2.780258648e-01
1.525859265e+01,9.798706718e-01,2.842196721e-01
1.554583860e+01,9.785571729e-01,2.902436058e-01
1.583902204e+01,9.790061180e-01,2.960940655e-01
1.613796774e+01,9.811579517e-01,3.017675543e-01
1.644249703e+01,9.848157360e-01,3.072606815e-01
1.675242789e+01,9.896486109e-01,3.125701637e-01
1.706757508e+01,9.952075615e-01,3.176928277e-01
1.738775025e+01,1.000956525e+00,3.226256116e-01
1.771276202e+01,1.006320192e+00,3.273655673e-01
1.804241616e+01,1.010746286e+00,3.319098617e-01
1.837651562e+01,1.013775225e+00,3.362557788e-01
1.871486072e+01,1.015105435e+00,3.404007211e-01
1.905724924e+01,1.014640469e+00,3.443422113e-01
1.940347654e+01,1.012506275e+00,3.480778935e-01
1.975333568e+01,1.009033391e+00,3.516055350e-01
2.010661756e+01,1.004707379e+00,3.549230273e-01
2.046311103e+01,1.000098085e+00,3.580283878e-01
2.082260301e+01,9.957816393e-01,3.609197603e-01
2.118487864e+01,9.922680998e-01,3.635954167e-01
2.154972140e+01,9.899436700e-01,3.660537579e-01
2.191691323e+01,9.890319120e-01,3.682933144e-01
2.228623465e+01,9.895750540e-01,3.703127479e-01
2.265746494e+01,9.914349824e-01,3.721108512e-01
2.303038222e+01,9.943132517e-01,3.736865497e-01
2.340476359e+01,9.977892929e-01,3.750389016e-01
2.378038530e+01,1.001374835e+00,3.761670986e-01
2.415702284e+01,1.004579875e+00,3.770704665e-01
2.453445111e+01,1.006981874e+00,3.777484652e-01
2.491244452e+01,1.008286816e+00,3.782006896e-01
2.529077714e+01,1.008370271e+00,3.784268694e-01
2.566922286e+01,1.007289814e+00,3.784268694e-01
2.604755548e+01,1.005266580e+00,3.782006896e-01
2.642554889e+01,1.002641021e+00,3.777484652e-01
2.680297716e+01,9.998133559e-01,3.770704665e-01
2.717961470e+01,9.971810744e-01,3.761670986e-01
2.755523641e+01,9.950841453e-01,3.750389016e-01
2.792961778e+01,9.937648721e-01,3.736865497e-01
2.830253506e+01,9.933453546e-01,3.721108512e-01
2.867376535e+01,9.938224736e-01,3.703127479e-01
2.904308677e+01,9.950784968e-01,3.682933144e-01
2.941027860e+01,9.969044655e-01,3.660537579e-01
2.977512136e+01,9.990329010e-01,3.635954167e-01
3.013739699e+01,1.001175729e+00,3.609197603e-01
3.049688897e+01,1.003062672e+00,3.580283878e-01
3.085338244e+01,1.004475052e+00,3.549230273e-01
3.120666432e+01,1.005270365e+00,3.516055350e-01
3.155652346e+01,1.005394453e+00,3.480778935e-01
3.190275076e+01,1.004880259e+00,3.443422113e-01
3.224513928e+01,1.003834648e+00,3.404007211e-01
3.258348438e+01,1.002416740e+00,3.362557788e-01
3.291758384e+01,1.000812235e+00,3.319098617e-01
3.324723798e+01,9.992081168e-01,3.273655673e-01
3.357224975e+01,9.977711767e-01,3.226256116e-01
3.389242492e+01,9.966324639e-01,3.176928277e-01
3.420757211e+01,9.958783818e-01,3.125701637e-01
3.451750297e+01,9.955481188e-01,3.072606815e-01
3.482203226e+01,9.956364021e-01,3.017675543e-01
3.512097796e+01,9.961002362e-01,2.960940655e-01
3.541416140e+01,9.968681976e-01,2.902436058e-01
3.570140735e+01,9.978509310e-01,2.842196721e-01
3.598254412e+01,9.989516504e-01,2.780258648e-01
3.625740369e+01,1.000075664e+00,2.716658858e-01
3.652582177e+01,1.001138187e+00,2.651435363e-01
3.678763793e+01,1.002069996e+00,2.584627148e-01
3.704269570e+01,1.002820729e+00,2.516274141e-01
3.729084263e+01,1.003359949e+00,2.446417196e-01
3.753193040e+01,1.003676245e+00,2.375098067e-01
3.776581492e+01,1.003774856e+00,2.302359379e-01
3.799235641e+01,1.003674316e+00,2.228244607e-01
3.821141945e+01,1.003402662e+00,2.152798048e-01
3.842287313e+01,1.002993639e+00,2.076064795e-01
3.862659105e+01,1.002483255e+00,1.998090712e-01
3.882245146e+01,1.001906920e+00,1.918922401e-01
3.901033730e+01,1.001297255e+00,1.838607181e-01
3.919013626e+01,1.000682625e+00,1.757193055e-01
3.936174090e+01,1.000086300e+00,1.674728682e-01
3.952504864e+01,9.995261762e-01,1.591263352e-01
3.967996187e+01,9.990149143e-01,1.506846949e-01
3.982638800e+01,9.985603909e-01,1.421529928e-01
3.996423953e+01,9.981663348e-01,1.335363283e-01
4.009343406e+01,9.978330602e-01,1.248398515e-01
4.021389436e+01,9.975582201e-01,1.160687602e-01
4.032554845e+01,9.973375237e-01,1.072282969e-01
4.042832959e+01,9.971653829e-01,9.832374574e-02
4.052217635e+01,9.970354674e-01,8.936042916e-02
4.060703265e+01,9.969411611e-01,8.034370517e-02
4.068284776e+01,9.968759209e-01,7.127896429e-02
4.074957638e+01,9.968335470e-01,6.217162715e-02
4.080717863e+01,9.968083756e-01,5.302714311e-02
4.085562011e+01,9.967954087e-01,4.385099278e-02
4.089487190e+01,9.967903943e-01,3.464870491e-02
4.092491069e+01,9.967898714e-01,2.542594673e-02
4.094571908e+01,9.967911896e-01,1.618918028e-02
4.095728927e+01,9.967925162e-01,6.956417265e-03
